config,L,criterion,l,FP,FN,N_H0,N_H1
vigenere_r5,100,sym_1.0_k3,1,0.000000,1.000000,10000,10000
vigenere_r5,100,sym_1.0_k4,1,0.000000,1.000000,10000,10000
vigenere_r5,100,sym_1.0_k5,1,0.000000,1.000000,10000,10000
vigenere_r5,100,sym_1.1_k3,1,0.000000,1.000000,10000,10000
vigenere_r5,100,sym_1.1_k4,1,0.000000,1.000000,10000,10000
vigenere_r5,100,sym_1.1_k5,1,0.000000,1.000000,10000,10000
vigenere_r5,100,sym_1.2_k3,1,0.000000,1.000000,10000,10000
vigenere_r5,100,sym_1.2_k4,1,0.000000,1.000000,10000,10000
vigenere_r5,100,sym_1.2_k5,1,0.000000,1.000000,10000,10000
vigenere_r5,100,sym_1.3_k3,1,0.000000,1.000000,10000,10000
vigenere_r5,100,sym_1.3_k4,1,0.000000,1.000000,10000,10000
vigenere_r5,100,sym_1.3_k5,1,0.000000,1.000000,10000,10000
vigenere_r5,100,sym_3.0,1,0.722000,0.961400,10000,10000
vigenere_r5,100,sym_5.1,1,0.000000,1.000000,10000,10000
vigenere_r5,1000,big_1.0_k1,2,0.000000,0.005800,10000,10000
vigenere_r5,1000,big_1.0_k2,2,0.000000,0.005800,10000,10000
vigenere_r5,1000,big_1.0_k3,2,0.001500,0.000600,10000,10000
vigenere_r5,1000,big_1.1_k1,2,0.000000,0.005800,10000,10000
vigenere_r5,1000,big_1.1_k2,2,0.000000,0.035900,10000,10000
vigenere_r5,1000,big_1.1_k3,2,0.000000,0.008100,10000,10000
vigenere_r5,1000,big_1.2_k1,2,0.000000,0.005800,10000,10000
vigenere_r5,1000,big_1.2_k2,2,0.000000,0.005800,10000,10000
vigenere_r5,1000,big_1.2_k3,2,0.001500,0.000600,10000,10000
vigenere_r5,1000,big_1.3_k1,2,0.000000,0.005800,10000,10000
vigenere_r5,1000,big_1.3_k2,2,0.000000,0.005800,10000,10000
vigenere_r5,1000,big_1.3_k3,2,0.001500,0.000600,10000,10000
vigenere_r5,1000,big_3.0,2,0.485000,1.000000,10000,10000
vigenere_r5,1000,big_5.1,2,0.000000,0.957000,10000,10000
vigenere_r5,1000,sym_1.0_k3,1,0.000000,1.000000,10000,10000
vigenere_r5,1000,sym_1.0_k4,1,0.000000,1.000000,10000,10000
vigenere_r5,1000,sym_1.0_k5,1,0.000000,1.000000,10000,10000
vigenere_r5,1000,sym_1.1_k3,1,0.000000,1.000000,10000,10000
vigenere_r5,1000,sym_1.1_k4,1,0.000000,1.000000,10000,10000
vigenere_r5,1000,sym_1.1_k5,1,0.000000,1.000000,10000,10000
vigenere_r5,1000,sym_1.2_k4,1,0.000000,1.000000,10000,10000
vigenere_r5,1000,sym_1.2_k5,1,0.000000,1.000000,10000,10000
vigenere_r5,1000,sym_1.3_k3,1,0.000000,1.000000,10000,10000
vigenere_r5,1000,sym_1.2_k3,1,0.000000,1.000000,10000,10000
vigenere_r5,1000,sym_1.3_k4,1,0.000000,1.000000,10000,10000
vigenere_r5,1000,sym_1.3_k5,1,0.000000,1.000000,10000,10000
vigenere_r5,1000,sym_3.0,1,0.000600,0.011500,10000,10000
vigenere_r5,1000,sym_5.1,1,0.000000,1.000000,10000,10000
